// Start Time: 00/00/   0 - 01:10:50
// Sample rate: 120.0Hz
// Scenario: 10.8
// Firmware Version: 2.6.1
Counter	Temperature	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	
59031	27.56	-9.767948	0.386671	0.548873	0.011014	-0.006871	0.008000	3.162829	0.287621	-0.883852	
59032	27.56	-9.816418	0.401567	0.509930	-0.008894	-0.013030	0.007608	3.162237	0.286173	-0.882782	
59033	27.56	-9.806576	0.370441	0.461601	0.000680	-0.009447	0.000879	3.162030	0.285115	-0.884545	
59034	27.56	-9.840527	0.353747	0.439716	0.007573	-0.013943	0.003544	3.161325	0.285189	-0.883600	
59035	27.56	-9.685054	0.375148	0.437829	-0.003689	-0.016558	0.006757	3.162844	0.285444	-0.885978	
59036	27.56	-9.726335	0.372865	0.432839	-0.000180	-0.007656	0.002602	3.162567	0.286355	-0.883878	
59037	27.56	-9.796682	0.380526	0.398671	0.003282	-0.005023	0.003577	3.161950	0.284936	-0.883431	
59038	27.56	-9.738491	0.382534	0.437619	-0.000167	-0.005869	0.000896	3.162099	0.285293	-0.882921	
59039	27.56	-9.806575	0.372860	0.461596	-0.000149	-0.016482	-0.008745	3.161131	0.285124	-0.882245	
59040	27.56	-9.840782	0.355529	0.531713	-0.003591	-0.004045	-0.007787	3.163513	0.284500	-0.884564	
59041	27.56	-9.763073	0.350453	0.539272	0.005860	-0.009461	0.000948	3.163495	0.284890	-0.882074	
59042	27.56	-9.738658	0.362786	0.495760	-0.001865	0.008356	0.001031	3.162453	0.284422	-0.883148	
59043	27.56	-9.825953	0.375459	0.442151	0.003246	-0.014814	0.003462	3.161955	0.284930	-0.883307	
59044	27.56	-9.728714	0.385079	0.415861	0.003307	0.001221	0.002770	3.163348	0.284659	-0.882584	
59045	27.56	-9.677671	0.382620	0.403948	-0.000089	0.005754	-0.005037	3.165963	0.283657	-0.882149	
59046	27.56	-9.787006	0.380402	0.413233	-0.005416	-0.002398	0.012985	3.163404	0.285619	-0.881455	
59047	27.56	-9.806548	0.372927	0.451912	0.005011	-0.009455	0.000086	3.164761	0.283229	-0.884106	
59048	27.56	-9.816522	0.365059	0.543890	-0.012347	-0.016549	0.004036	3.165842	0.284036	-0.882156	
59049	27.56	-9.806900	0.364801	0.577822	-0.005385	-0.001455	0.003463	3.164060	0.285217	-0.883525	
59050	27.56	-9.772725	0.386884	0.519802	0.000756	-0.003134	-0.010311	3.164302	0.287018	-0.884121	
59051	27.56	-9.723869	0.385034	0.420721	0.005026	-0.007654	0.000093	3.162598	0.284912	-0.882762	
59052	27.56	-9.747945	0.385629	0.343156	0.010312	0.006613	-0.007431	3.163989	0.286435	-0.882529	
59053	27.56	-9.738277	0.380651	0.360148	-0.005341	-0.013810	-0.003612	3.162372	0.285651	-0.882401	
59054	27.56	-9.787121	0.355951	0.452014	0.001416	-0.027331	0.014526	3.162700	0.285706	-0.883497	
59055	27.56	-9.853022	0.374654	0.567950	-0.001889	-0.002314	-0.003404	3.163243	0.285147	-0.882216	
59056	27.56	-9.848229	0.408313	0.594539	-0.007164	-0.021889	0.000606	3.163814	0.284571	-0.883297	
59057	27.56	-9.709592	0.403591	0.529689	-0.003617	0.000371	0.000038	3.165626	0.284252	-0.881424	
59058	27.56	-9.767586	0.385157	0.418138	-0.007064	-0.009365	-0.004450	3.162151	0.284465	-0.881427	
59059	27.56	-9.757618	0.373679	0.326194	-0.010514	-0.002262	-0.000091	3.163490	0.284384	-0.882077	
59060	27.56	-9.689610	0.400080	0.331240	0.005945	-0.001390	-0.003280	3.163589	0.286845	-0.883303	
59061	27.56	-9.898731	0.375872	0.407987	-0.001829	0.003940	-0.006772	3.164952	0.284690	-0.882840	
59062	27.56	-9.959778	0.409055	0.526336	-0.000232	-0.007752	0.006117	3.165460	0.285194	-0.882676	
59063	27.56	-9.933218	0.437590	0.586909	0.013649	-0.002421	0.000347	3.164999	0.285787	-0.881960	
59064	27.56	-10.115119	0.448395	0.486955	0.004192	0.009161	-0.003088	3.164959	0.284539	-0.879604	
59065	27.56	-9.986292	0.399967	0.451201	-0.003663	0.000255	0.007030	3.164016	0.284613	-0.881415	
59066	27.56	-9.857448	0.385410	0.412964	0.001544	0.006476	0.009761	3.165602	0.285430	-0.882291	
59067	27.56	-9.777271	0.351426	0.403637	0.003281	-0.012992	0.000007	3.165198	0.276393	-0.883858	
59068	27.56	-9.794366	0.360906	0.437452	0.001606	-0.011141	-0.009521	3.163888	0.276072	-0.885448	
59069	27.56	-9.792071	0.384731	0.488260	0.004988	-0.015678	0.000008	3.165046	0.275656	-0.884370	
59070	27.56	-9.794551	0.370110	0.505225	0.008376	-0.009584	0.014857	3.162521	0.283066	-0.881158	
59071	27.56	-9.782312	0.418647	0.476130	0.008477	-0.005909	0.000188	3.164963	0.281350	-0.881735	
59072	27.56	-9.777383	0.384980	0.447156	0.008549	0.001268	-0.007524	3.164985	0.286954	-0.882578	
59073	27.56	-9.767606	0.360941	0.423024	-0.000148	-0.012050	-0.005236	3.165948	0.285721	-0.883012	
59074	27.56	-9.777424	0.380043	0.461691	-0.000148	0.003009	0.001009	3.163840	0.283646	-0.882428	
59075	27.56	-9.777459	0.350957	0.471427	0.001556	-0.000573	0.003587	3.162600	0.284142	-0.882516	
59076	27.56	-9.777477	0.384746	0.481051	0.008518	0.010088	0.001239	3.165970	0.284801	-0.882268	
59077	27.56	-9.774983	0.399400	0.459244	0.010183	-0.008605	0.003644	3.165184	0.284582	-0.883197	
59078	27.56	-9.767652	0.389826	0.442341	-0.005288	-0.005764	-0.011305	3.164995	0.286431	-0.882206	
59079	27.56	-9.767689	0.351067	0.452094	0.003279	-0.007674	0.001798	3.165469	0.286079	-0.882671	
59080	27.56	-9.777441	0.370337	0.466550	0.009343	-0.017425	-0.005140	3.163184	0.285342	-0.883713	
59081	27.56	-9.767716	0.351000	0.461779	0.001642	-0.006658	-0.013806	3.166555	0.284208	-0.882975	
59082	27.56	-9.772611	0.365421	0.476261	0.003325	0.008331	0.001127	3.164379	0.284627	-0.881638	
59083	27.56	-9.765237	0.387369	0.447196	-0.013932	0.004902	-0.006994	3.165444	0.283165	-0.882563	
59084	27.56	-9.767668	0.380120	0.447200	-0.001941	-0.016552	0.002475	3.164314	0.286236	-0.883626	
59085	27.56	-9.772594	0.375128	0.471402	-0.003621	-0.003194	0.000008	3.165355	0.283635	-0.881820	
59086	27.56	-9.767730	0.350967	0.466621	-0.010536	0.006579	0.004334	3.165984	0.286192	-0.882260	
59087	27.56	-9.787060	0.380268	0.432602	-0.007073	-0.002293	-0.000033	3.164400	0.285627	-0.881382	
59088	27.56	-9.891613	0.373017	0.468546	-0.006259	-0.015660	-0.000159	3.164633	0.285520	-0.881739	
59089	27.56	-9.942574	0.380514	0.451397	-0.000165	-0.001470	0.000127	3.164416	0.284202	-0.880641	
59090	27.56	-10.124576	0.347572	0.382995	-0.001821	0.008338	-0.007538	3.164622	0.283997	-0.881623	
59091	27.56	-10.059317	0.380430	0.504230	-0.005322	-0.002307	-0.008606	3.164668	0.284968	-0.880744	
59092	27.56	-9.756063	0.369077	0.640950	-0.001848	0.015477	-0.002351	3.163412	0.284970	-0.881084	
59093	27.56	-9.918630	0.295012	0.567851	-0.003593	0.018085	0.002009	3.163237	0.285026	-0.882341	
59094	27.56	-9.920805	0.312565	0.478231	0.001597	0.011858	0.001164	3.161678	0.284433	-0.880840	
59095	27.56	-9.830586	0.366367	0.359834	-0.006957	0.020871	-0.006669	3.163902	0.283703	-0.880930	
59096	27.56	-9.696997	0.380517	0.365143	0.018043	0.003868	0.000446	3.162020	0.286775	-0.882173	
59097	27.56	-9.879101	0.410149	0.340207	-0.005343	0.005646	0.005319	3.161157	0.282664	-0.881011	
59098	27.56	-9.806433	0.399795	0.413127	-0.007954	-0.015601	-0.003662	3.162023	0.283062	-0.881194	
59099	27.56	-9.607421	0.365051	0.472029	0.011124	-0.008479	-0.007641	3.161539	0.284449	-0.881223	
59100	27.56	-9.864749	0.337063	0.413024	-0.003584	-0.004052	-0.006046	3.164419	0.284852	-0.883750	
59101	27.56	-9.889254	0.312421	0.488032	-0.001129	-0.016641	0.009429	3.161273	0.283826	-0.881494	
59102	27.56	-9.733866	0.365025	0.519984	-0.006271	-0.010332	0.005061	3.161980	0.284390	-0.882560	
59103	27.56	-9.787104	0.413989	0.451910	0.003281	-0.009445	0.000060	3.162258	0.284742	-0.881916	
59104	27.56	-9.752995	0.394828	0.413333	-0.003537	-0.000430	-0.011213	3.163058	0.285726	-0.883845	
59105	27.56	-9.684804	0.356439	0.345863	0.011978	-0.015608	-0.006822	3.163884	0.284250	-0.884538	
59106	27.56	-9.772360	0.351548	0.384286	0.019745	-0.013897	-0.004923	3.162356	0.285157	-0.882654	
59107	27.56	-9.879535	0.322070	0.488051	0.001562	-0.009435	-0.003430	3.162834	0.285184	-0.883117	
59108	27.56	-9.738911	0.369404	0.587748	0.001616	-0.004017	-0.011187	3.162131	0.286920	-0.882537	
59109	27.56	-9.806843	0.422940	0.563191	0.008479	-0.010329	-0.005060	3.162817	0.284948	-0.883493	
59110	27.56	-9.818790	0.389633	0.488153	-0.005365	-0.004097	0.000846	3.163306	0.285602	-0.883827	
59111	27.56	-9.723738	0.399861	0.374694	-0.005351	-0.009390	-0.000096	3.161725	0.285290	-0.882948	
59112	27.56	-9.738201	0.366343	0.331121	0.006749	-0.020080	-0.002619	3.164686	0.283555	-0.882990	
59113	27.56	-9.748143	0.327139	0.408630	0.000592	-0.027273	0.009306	3.162326	0.285703	-0.883525	
59114	27.56	-9.767813	0.341093	0.495691	0.006712	-0.016573	0.000879	3.162572	0.285837	-0.883631	
59115	27.56	-9.797053	0.398934	0.534217	0.005840	-0.005067	0.006212	3.162135	0.284868	-0.881924	
59116	27.56	-9.777587	0.423136	0.524561	0.001546	-0.005895	0.000934	3.162345	0.285042	-0.882904	
59117	27.56	-9.787147	0.404216	0.466454	-0.000086	-0.004881	-0.013800	3.163461	0.284545	-0.882825	
59118	27.56	-9.765153	0.399661	0.418121	-0.006167	0.003960	-0.003407	3.162579	0.284550	-0.883138	
59119	27.56	-9.733595	0.327036	0.418368	-0.007061	-0.000498	-0.000031	3.162772	0.285127	-0.884615	
59120	27.56	-9.689817	0.331900	0.399152	-0.005386	-0.009429	0.005944	3.164310	0.287777	-0.884117	
59121	27.56	-9.784611	0.356146	0.422970	-0.008849	-0.012090	0.003280	3.162471	0.284146	-0.882650	
59122	27.56	-9.743490	0.384612	0.488440	-0.006303	-0.005065	0.013791	3.163504	0.284752	-0.881825	
59123	27.56	-9.763058	0.403654	0.539176	0.001509	-0.016566	0.001665	3.162817	0.286483	-0.883859	
59124	27.56	-9.816410	0.404002	0.507505	-0.006179	0.002174	-0.005154	3.161591	0.283892	-0.882840	
59125	27.56	-9.806700	0.360467	0.505198	-0.001858	0.000385	-0.005112	3.161640	0.285628	-0.882081	
59126	27.56	-9.714226	0.341331	0.442625	-0.005390	-0.004119	0.007744	3.163115	0.284766	-0.882227	
59127	27.56	-9.767541	0.353854	0.398826	0.008563	-0.002259	-0.010169	3.163782	0.287422	-0.884780	
59128	27.56	-9.728603	0.375691	0.374720	0.015422	-0.012988	-0.004124	3.162095	0.285425	-0.883045	
59129	27.56	-9.743261	0.411766	0.408496	-0.008855	-0.012094	0.005013	3.161796	0.285607	-0.884311	
59130	27.56	-9.881917	0.418856	0.480604	0.000607	-0.019295	0.006845	3.160525	0.284717	-0.881794	
59131	27.56	-9.782507	0.393995	0.543964	-0.000151	-0.005843	-0.005160	3.162774	0.284741	-0.884492	
59132	27.56	-9.760679	0.369692	0.553772	-0.004427	-0.003101	-0.012137	3.163500	0.287713	-0.885670	
59133	27.56	-9.806698	0.365303	0.505189	-0.005292	0.005744	-0.006837	3.163816	0.285209	-0.883418	
59134	27.56	-9.677571	0.356287	0.365258	-0.000151	-0.002303	0.002657	3.163541	0.284724	-0.883939	
59135	27.56	-9.728381	0.400409	0.297201	-0.000155	-0.011181	-0.000025	3.162802	0.285477	-0.883989	
59136	27.56	-9.799038	0.402464	0.374412	-0.014045	-0.014745	0.004041	3.163866	0.284015	-0.884914	
59137	27.56	-9.728942	0.411094	0.500551	0.004137	-0.009445	0.000924	3.162694	0.287632	-0.884111	
59138	27.56	-9.729106	0.398601	0.558679	0.018852	-0.013019	-0.004074	3.162883	0.285783	-0.885102	
59139	27.56	-9.899091	0.360475	0.536331	0.000680	-0.003254	0.000968	3.162594	0.285315	-0.885997	
59140	27.56	-9.724079	0.333765	0.491024	0.010216	0.001192	0.002871	3.162370	0.285284	-0.885391	
59141	27.56	-9.796730	0.353825	0.413245	0.001592	0.002121	0.000164	3.162862	0.286191	-0.885724	
59142	27.56	-9.796697	0.351490	0.401144	0.001444	-0.013132	0.018165	3.162158	0.287926	-0.885145	
59143	27.56	-9.699444	0.385309	0.372389	-0.007098	-0.005862	0.005105	3.162625	0.285919	-0.885369	
59144	27.56	-9.782092	0.366031	0.391487	-0.009683	-0.010279	-0.000173	3.162336	0.288009	-0.886874	
59145	27.56	-9.860073	0.307597	0.476043	-0.010499	-0.011984	-0.012329	3.160127	0.284243	-0.885310	
59146	27.56	-9.811737	0.294784	0.563403	-0.000189	-0.005896	0.000889	3.162428	0.287280	-0.887493	
59147	27.56	-9.768074	0.296945	0.585350	-0.002762	-0.008504	-0.004392	3.160780	0.286645	-0.885127	
59148	27.56	-9.787104	0.365658	0.447154	0.003349	-0.002271	-0.007655	3.162508	0.286165	-0.885252	
59149	27.56	-9.684973	0.375349	0.408776	-0.002697	-0.000455	-0.006021	3.161097	0.284665	-0.885984	
59150	27.56	-9.706683	0.366115	0.353028	0.008498	-0.012969	-0.002513	3.162781	0.286283	-0.887721	
59151	27.56	-9.803996	0.334563	0.403569	-0.007079	-0.012933	-0.003626	3.160798	0.286369	-0.884629	
59152	27.56	-9.777361	0.392285	0.439879	-0.007155	-0.014798	0.007610	3.160234	0.285928	-0.886166	
59153	27.56	-9.792278	0.343135	0.558546	-0.007059	-0.004918	-0.007004	3.162725	0.285948	-0.885984	
59154	27.56	-9.865127	0.374784	0.553378	-0.007112	-0.012971	-0.002750	3.162429	0.285601	-0.884016	
59155	27.56	-9.811532	0.404041	0.500259	-0.002769	-0.003218	0.000900	3.162180	0.285599	-0.884034	
59156	27.56	-9.694817	0.399221	0.457119	-0.009673	-0.001388	0.001648	3.161895	0.286533	-0.885170	
59157	27.56	-9.762610	0.351608	0.372216	0.005131	-0.001327	-0.013679	3.160327	0.285566	-0.883796	
59158	27.56	-9.774643	0.344668	0.331026	-0.003591	-0.005827	-0.002617	3.161162	0.285487	-0.884606	
59159	27.56	-9.728721	0.385062	0.418282	-0.006261	-0.003243	0.009484	3.159180	0.285460	-0.884502	
59160	27.56	-9.845655	0.326505	0.534168	-0.000188	-0.020073	-0.006194	3.159909	0.284718	-0.884701	
59161	27.56	-9.833557	0.394019	0.558302	0.004117	-0.007712	0.002693	3.160570	0.285448	-0.883903	
59162	27.56	-9.738739	0.384332	0.527195	-0.007100	0.001232	0.004323	3.161742	0.285797	-0.885683	
59163	27.56	-9.777277	0.380411	0.408427	0.001560	-0.002346	0.003575	3.162002	0.285402	-0.885292	
59164	27.56	-9.699468	0.373168	0.379674	0.018893	-0.005895	-0.002256	3.160315	0.286348	-0.884291	
59165	27.56	-9.728474	0.354261	0.326337	-0.005314	0.000394	0.000018	3.161246	0.285534	-0.885596	
59166	27.56	-9.835662	0.356170	0.437308	0.005027	-0.002355	0.001042	3.160026	0.286518	-0.885307	
59167	27.56	-9.787397	0.374594	0.553665	0.004991	-0.011238	0.000054	3.160504	0.286545	-0.885770	
59168	27.56	-9.797096	0.389161	0.548761	0.006771	-0.009408	-0.007683	3.162274	0.287042	-0.885140	
59169	27.56	-9.806709	0.399109	0.512391	0.001488	-0.013948	0.006902	3.161321	0.287127	-0.887201	
59170	27.56	-9.733668	0.380020	0.449747	0.006690	-0.013060	0.007850	3.161978	0.285557	-0.885916	
59171	27.56	-9.791765	0.351663	0.374530	-0.000221	-0.000642	0.013958	3.159157	0.286253	-0.885247	
59172	27.56	-9.806443	0.365940	0.413187	0.013691	-0.005906	-0.002323	3.161623	0.285790	-0.885567	
59173	27.56	-9.704595	0.370092	0.476504	0.011073	0.004723	0.006395	3.160257	0.287181	-0.885909	
59174	27.56	-9.753174	0.379883	0.476307	-0.005409	-0.007689	0.007714	3.161268	0.283718	-0.884607	
59175	27.56	-9.884264	0.399734	0.449156	0.005016	0.001166	0.003700	3.159158	0.284333	-0.884758	
59176	27.56	-9.646293	0.386877	0.476688	0.006762	-0.002319	0.001032	3.159040	0.284964	-0.884764	
59177	27.56	-9.857562	0.360960	0.451745	0.022323	-0.010392	-0.003089	3.160570	0.285334	-0.886891	
59178	27.56	-9.850388	0.341328	0.490544	-0.010499	0.004845	-0.004330	3.159148	0.285368	-0.885252	
59179	27.56	-9.697453	0.379378	0.529777	-0.007153	-0.002374	0.012063	3.158818	0.285458	-0.887267	
59180	27.56	-9.728845	0.372670	0.461883	0.001463	-0.007774	0.016483	3.159837	0.287615	-0.887182	
59181	27.56	-9.820981	0.399898	0.403388	-0.008773	0.000401	-0.003480	3.159247	0.284886	-0.885745	
59182	27.56	-9.728658	0.370720	0.394097	0.001611	-0.002272	-0.004229	3.160498	0.286425	-0.885895	
59183	27.56	-9.723873	0.372942	0.420743	-0.002826	-0.008602	0.011206	3.158746	0.285140	-0.885904	
59184	27.56	-9.826115	0.348473	0.497884	-0.007131	-0.002368	0.007759	3.161717	0.283906	-0.885818	
59185	27.56	-9.811652	0.360244	0.539075	-0.005435	-0.021010	0.003230	3.160998	0.284124	-0.885247	
59186	27.56	-9.728897	0.379790	0.481239	0.013716	0.001232	-0.003988	3.160968	0.285181	-0.886240	
59187	27.56	-9.784634	0.392336	0.435010	-0.005400	-0.004144	0.008635	3.160973	0.285176	-0.886115	
59188	27.56	-9.716491	0.399743	0.389247	-0.007108	-0.002332	0.007750	3.160612	0.285414	-0.885892	
59189	27.56	-9.718901	0.370797	0.379606	-0.005297	-0.019059	-0.014073	3.160983	0.285676	-0.885988	
59190	27.56	-9.825955	0.346457	0.439783	-0.000233	-0.009513	0.009524	3.158045	0.286106	-0.885080	
59191	27.56	-9.826246	0.360230	0.546284	0.003306	-0.009408	-0.006873	3.160518	0.284867	-0.885030	
59192	27.56	-9.709719	0.381525	0.573308	-0.014029	-0.000518	0.004177	3.161956	0.283919	-0.886050	
59193	27.56	-9.826054	0.399374	0.480845	0.008537	0.009220	-0.003088	3.159728	0.285677	-0.886328	
59194	27.56	-9.774819	0.387727	0.398738	0.004174	-0.003216	0.000146	3.160277	0.285624	-0.885044	
59195	27.56	-9.641086	0.385317	0.350814	-0.000233	-0.005951	0.015599	3.158917	0.285601	-0.884894	
59196	27.56	-9.850059	0.342149	0.371911	0.003307	-0.016515	-0.006080	3.161210	0.286471	-0.886714	
59197	27.56	-9.804189	0.365498	0.476145	0.004178	-0.016491	-0.009541	3.159486	0.285411	-0.886098	
59198	27.56	-9.743733	0.379173	0.575608	-0.005424	-0.014781	0.004157	3.160602	0.284914	-0.886019	
59199	27.56	-9.782578	0.379318	0.568201	-0.019248	-0.000550	0.008435	3.160981	0.286446	-0.886233	
59200	27.56	-9.813895	0.401796	0.476044	-0.003587	-0.002270	-0.006029	3.159464	0.286204	-0.886843	
59201	27.56	-9.762734	0.363381	0.418195	0.006802	-0.001405	-0.004993	3.161399	0.286782	-0.885205	
59202	27.56	-9.762620	0.337082	0.374664	-0.001826	0.001305	-0.005973	3.159530	0.284721	-0.884854	
59203	27.56	-9.736008	0.336749	0.413500	0.004206	-0.008480	-0.007729	3.161028	0.286009	-0.884987	
59204	27.56	-9.738571	0.387169	0.466663	-0.004488	-0.012045	-0.003582	3.160960	0.286342	-0.886733	
59205	27.56	-9.821243	0.375079	0.495433	-0.001985	-0.015728	0.008555	3.160900	0.284732	-0.884754	
59206	27.56	-9.772695	0.399042	0.510096	-0.000161	-0.005858	-0.002562	3.161119	0.285280	-0.885606	
59207	27.56	-9.762846	0.394517	0.461718	-0.000137	-0.002288	-0.003385	3.159149	0.285494	-0.885251	
59208	27.56	-9.806516	0.346426	0.437433	-0.000160	0.008299	0.006271	3.159370	0.284760	-0.885736	
59209	27.56	-9.716669	0.384798	0.452222	-0.008839	-0.001436	0.006860	3.159864	0.285793	-0.886069	
59210	27.56	-9.655855	0.363120	0.418590	0.008552	-0.005796	-0.009370	3.159859	0.285287	-0.886072	
59211	27.56	-9.806395	0.370893	0.396231	0.011929	-0.023658	-0.005161	3.158829	0.285061	-0.886895	
59212	27.56	-9.794406	0.360806	0.451978	0.017202	0.003011	-0.007359	3.158745	0.286037	-0.886149	
59213	27.56	-9.753177	0.394376	0.478702	0.008462	-0.012124	0.000102	3.160822	0.285589	-0.886871	
59214	27.56	-9.840755	0.379762	0.524406	-0.009734	0.002059	0.010373	3.158567	0.285329	-0.887286	
59215	27.56	-9.816490	0.384472	0.534171	0.001517	0.004690	0.010588	3.158527	0.284352	-0.888040	
59216	27.56	-9.787226	0.362938	0.490738	0.001491	-0.013057	0.007770	3.159701	0.287499	-0.887442	
59217	27.56	-9.753128	0.350998	0.456990	0.006655	-0.008680	0.015695	3.158868	0.284889	-0.885897	
59218	27.56	-9.704430	0.385003	0.418371	-0.001922	0.004735	0.011379	3.160445	0.285718	-0.887023	
59219	27.56	-9.743178	0.370890	0.374674	-0.000177	-0.014747	-0.000074	3.158666	0.286255	-0.888146	
59220	27.56	-9.806452	0.382834	0.417999	-0.007077	-0.016473	-0.006259	3.160190	0.285210	-0.887044	
59221	27.56	-9.784837	0.365250	0.505270	-0.005331	-0.008474	-0.007013	3.159334	0.286209	-0.886977	
59222	27.56	-9.806845	0.369771	0.558444	0.005856	0.000270	0.005406	3.159747	0.286039	-0.885952	
59223	27.56	-9.787309	0.355482	0.519805	-0.014066	-0.009441	0.006683	3.160080	0.287111	-0.887167	
59224	27.56	-9.738483	0.365640	0.432807	-0.007080	0.006563	0.006122	3.160078	0.283916	-0.886436	
59225	27.56	-9.679957	0.390232	0.353083	0.006807	-0.004935	-0.005045	3.161343	0.284799	-0.886090	
59226	27.56	-9.762450	0.371339	0.316497	0.003310	-0.005875	0.000964	3.158700	0.286089	-0.887273	
59227	27.56	-9.806425	0.380483	0.408319	0.001588	-0.012941	-0.006937	3.160501	0.284517	-0.888394	
59228	27.56	-9.753351	0.369775	0.539273	0.006725	-0.005920	0.002738	3.161638	0.287067	-0.888547	
59229	27.56	-9.816615	0.345495	0.575399	0.001545	-0.005011	0.000072	3.160730	0.286589	-0.889363	
59230	27.56	-9.835867	0.365324	0.512345	-0.001823	0.004855	-0.009381	3.161035	0.287039	-0.888094	
59231	27.56	-9.767673	0.360774	0.447235	0.008581	0.006626	-0.010064	3.159433	0.285215	-0.887348	
59232	27.56	-9.762623	0.375740	0.379436	0.007663	-0.008504	-0.006791	3.161339	0.283283	-0.888836	
59233	27.56	-9.723770	0.380448	0.384413	0.003264	-0.013894	0.003454	3.159952	0.287243	-0.887300	
59234	27.56	-9.733594	0.380204	0.423115	0.003239	-0.007724	0.009590	3.159944	0.286484	-0.887304	
59235	27.56	-9.767620	0.360908	0.427866	0.005058	-0.012931	-0.008624	3.160771	0.287566	-0.888608	
59236	27.56	-9.835850	0.379867	0.507476	-0.003674	-0.009470	0.004275	3.160780	0.285508	-0.887870	
59237	27.56	-9.821367	0.362686	0.539035	0.001590	0.009215	0.000249	3.160859	0.284538	-0.888741	
59238	27.56	-9.787444	0.374477	0.570613	-0.010641	-0.005950	0.012845	3.160669	0.286772	-0.887873	
59239	27.56	-9.743425	0.399273	0.466624	0.003343	0.001273	-0.005020	3.161769	0.286292	-0.888168	
59240	27.56	-9.697026	0.370777	0.374845	0.017123	-0.005942	0.004641	3.161388	0.286553	-0.888444	
59241	27.56	-9.772242	0.385672	0.345488	-0.002790	-0.016541	0.002469	3.161139	0.285528	-0.888218	
59242	27.56	-9.765045	0.375763	0.377006	-0.005399	-0.013003	0.005927	3.161405	0.287686	-0.888312	
59243	27.56	-9.806589	0.370408	0.466443	-0.007120	-0.016524	-0.000203	3.159963	0.286334	-0.886806	
59244	27.56	-9.833561	0.381928	0.558324	-0.014076	-0.014771	0.004034	3.160452	0.286236	-0.890007	
59245	27.56	-9.821428	0.362536	0.560825	-0.007138	-0.013883	0.001557	3.159629	0.286045	-0.888823	
59246	27.56	-9.787291	0.370025	0.514936	-0.007055	-0.007574	-0.007896	3.161922	0.287811	-0.890888	
59247	27.56	-9.714115	0.353690	0.403866	-0.005328	-0.007584	-0.003550	3.160576	0.287886	-0.887376	
59248	27.56	-9.743090	0.351778	0.340814	-0.008846	-0.018288	0.002335	3.160703	0.285979	-0.889865	
59249	27.56	-9.786877	0.385556	0.367224	0.000706	-0.012962	-0.002623	3.161221	0.284937	-0.889086	
59250	27.56	-9.801703	0.375299	0.456768	0.008424	-0.023697	0.000838	3.161204	0.286236	-0.889828	
59251	27.56	-9.797128	0.369748	0.558480	0.004990	-0.011241	0.000055	3.161453	0.285727	-0.889688	
59252	27.56	-9.787439	0.369657	0.568200	0.013653	-0.000623	0.002923	3.161850	0.288006	-0.889648	
59253	27.56	-9.794522	0.379850	0.495523	0.008589	0.005752	-0.013532	3.161576	0.287521	-0.890168	
59254	27.56	-9.738398	0.380350	0.403728	0.006758	0.001194	0.004562	3.161116	0.286833	-0.889084	
59255	27.56	-9.694533	0.361266	0.350660	0.001539	-0.007680	0.006956	3.159094	0.285955	-0.889734	
59256	27.56	-9.811305	0.351442	0.413196	0.003298	-0.011203	-0.002562	3.160842	0.285325	-0.889361	
59257	27.56	-9.777418	0.404226	0.461647	0.000732	0.004796	-0.000683	3.161229	0.287616	-0.889570	
59258	27.56	-9.707255	0.408187	0.563584	-0.000195	0.001197	0.006166	3.160588	0.286352	-0.889748	
59259	27.56	-9.801849	0.382186	0.510019	-0.001943	-0.007697	0.005184	3.160179	0.286389	-0.890649	
59260	27.56	-9.813807	0.380266	0.442188	0.001532	-0.007699	0.004382	3.158328	0.286098	-0.890287	
59261	27.56	-9.670422	0.389756	0.418488	0.008456	-0.005040	0.007099	3.161166	0.286023	-0.890703	
59262	27.56	-9.813732	0.336955	0.410792	-0.005335	0.001247	0.000905	3.159672	0.287035	-0.891056	
59263	27.56	-9.811450	0.360747	0.466442	0.004136	0.003820	0.008023	3.159977	0.286973	-0.889665	
59264	27.56	-9.658411	0.389392	0.466955	-0.003524	-0.005705	-0.016497	3.160187	0.286251	-0.890400	
59265	27.56	-9.777337	0.404427	0.432594	-0.003621	-0.004971	-0.000005	3.160910	0.287821	-0.891335	
59266	27.56	-9.825952	0.380296	0.442143	0.010251	-0.004097	-0.005817	3.159712	0.286989	-0.890057	
59267	27.56	-9.758053	0.331513	0.478797	0.001541	-0.009445	0.001741	3.158243	0.286948	-0.889542	
59268	27.56	-9.840606	0.336635	0.466378	0.004125	-0.012141	0.001772	3.160165	0.286533	-0.891022	
59269	27.56	-9.777469	0.365433	0.476243	0.003267	0.000282	0.007092	3.159413	0.287556	-0.891446	
59270	27.56	-9.677846	0.379766	0.466901	-0.008826	0.004789	0.007790	3.160060	0.284974	-0.890166	
59271	27.56	-9.830637	0.375907	0.379185	-0.000103	-0.007577	-0.010359	3.160540	0.286391	-0.887884	
59272	27.56	-9.767512	0.385341	0.391506	0.006742	-0.011231	0.000957	3.160223	0.287234	-0.889770	
59273	27.56	-9.714201	0.380056	0.437713	-0.003678	-0.019205	0.003269	3.160579	0.285978	-0.889875	
59274	27.56	-9.806782	0.355429	0.534259	-0.001926	-0.020071	-0.004495	3.158891	0.286924	-0.888873	
